gene,ontology,term_id,term_name,evidence
ZC3H12A,CC,GO:0005737,cytoplasm,IEA
ZC3H12A,CC,GO:0005783,endoplasmic reticulum,IEA
ZC3H12A,CC,GO:0005791,rough endoplasmic reticulum,IEA
ZC3H12A,CC,GO:0005856,cytoskeleton,IDA
ZC3H12A,CC,GO:0016020,membrane,IEA
ZC3H12A,CC,GO:0030867,rough endoplasmic reticulum membrane,IEA
ZC3H12A,CC,GO:0030867,rough endoplasmic reticulum membrane,ISS
ZC3H12A,CC,GO:0032991,protein-containing complex,IDA
ZC3H12A,CC,GO:0036464,cytoplasmic ribonucleoprotein granule,IBA
ZC3H12A,CC,GO:0036464,cytoplasmic ribonucleoprotein granule,IDA
KPNA2,BP,GO:0000018,regulation of DNA recombination,TAS
KPNA2,BP,GO:0006259,DNA metabolic process,TAS
KPNA2,BP,GO:0006606,protein import into nucleus,IDA
KPNA2,BP,GO:0006606,protein import into nucleus,IEA
KPNA2,BP,GO:0006606,protein import into nucleus,ISS
KPNA2,BP,GO:0006607,NLS-bearing protein import into nucleus,IBA
KPNA2,BP,GO:0006607,NLS-bearing protein import into nucleus,IDA
KPNA2,BP,GO:0006607,NLS-bearing protein import into nucleus,IDA
KPNA2,BP,GO:0015031,protein transport,IEA
KPNA2,BP,GO:0032481,positive regulation of type I interferon production,IDA
KPNA2,BP,GO:0032481,positive regulation of type I interferon production,IDA
KPNA2,BP,GO:0038061,non-canonical NF-kappaB signal transduction,IDA
KPNA2,BP,GO:0045893,positive regulation of DNA-templated transcription,IDA
KPNA2,BP,GO:0075506,entry of viral genome into host nucleus through nuclear pore complex via importin,IEA
KPNA2,BP,GO:0075506,entry of viral genome into host nucleus through nuclear pore complex via importin,IMP
KPNA2,BP,GO:1903902,positive regulation of viral life cycle,IEA
KPNA2,BP,GO:1903902,positive regulation of viral life cycle,IMP
KPNA2,MF,GO:0003723,RNA binding,HDA
KPNA2,MF,GO:0005515,protein binding,IPI
KPNA2,MF,GO:0008139,nuclear localization sequence binding,IBA
KPNA2,MF,GO:0008139,nuclear localization sequence binding,IDA
KPNA2,MF,GO:0042826,histone deacetylase binding,IPI
KPNA2,MF,GO:0061608,nuclear import signal receptor activity,IBA
KPNA2,MF,GO:0061608,nuclear import signal receptor activity,IDA
KPNA2,MF,GO:0061608,nuclear import signal receptor activity,IEA
KPNA2,CC,GO:0000139,Golgi membrane,IEA
KPNA2,CC,GO:0005634,nucleus,IBA
KPNA2,CC,GO:0005634,nucleus,IEA
KPNA2,CC,GO:0005654,nucleoplasm,IDA
KPNA2,CC,GO:0005654,nucleoplasm,IEA
KPNA2,CC,GO:0005654,nucleoplasm,NAS
KPNA2,CC,GO:0005654,nucleoplasm,TAS
KPNA2,CC,GO:0005737,cytoplasm,IDA
KPNA2,CC,GO:0005737,cytoplasm,IEA
KPNA2,CC,GO:0005737,cytoplasm,TAS
KPNA2,CC,GO:0005783,endoplasmic reticulum,IEA
KPNA2,CC,GO:0005789,endoplasmic reticulum membrane,IEA
KPNA2,CC,GO:0005794,Golgi apparatus,IEA
KPNA2,CC,GO:0005829,cytosol,IDA
KPNA2,CC,GO:0005829,cytosol,IEA
KPNA2,CC,GO:0005829,cytosol,NAS
KPNA2,CC,GO:0005829,cytosol,TAS
KPNA2,CC,GO:0016020,membrane,HDA
KPNA2,CC,GO:0016020,membrane,IEA
KPNA2,CC,GO:0031965,nuclear membrane,IDA
KPNA2,CC,GO:0042564,NLS-dependent protein nuclear import complex,IEA
KPNA2,CC,GO:0042564,NLS-dependent protein nuclear import complex,IPI
KPNA2,CC,GO:0043657,host cell,IEA
BTG3,BP,GO:0008285,negative regulation of cell population proliferation,IEA
BTG3,BP,GO:0008285,negative regulation of cell population proliferation,TAS
BTG3,BP,GO:0045930,negative regulation of mitotic cell cycle,IDA
BTG3,CC,GO:0005634,nucleus,IBA
BTG3,CC,GO:0005737,cytoplasm,IBA
BTG3,CC,GO:0005737,cytoplasm,IDA
NUP88,BP,GO:0000055,ribosomal large subunit export from nucleus,IBA
NUP88,BP,GO:0000055,ribosomal large subunit export from nucleus,IEA
NUP88,BP,GO:0000056,ribosomal small subunit export from nucleus,IBA
NUP88,BP,GO:0000056,ribosomal small subunit export from nucleus,IEA
NUP88,BP,GO:0006406,mRNA export from nucleus,IBA
NUP88,BP,GO:0006606,protein import into nucleus,IBA
NUP88,BP,GO:0006913,nucleocytoplasmic transport,IEA
NUP88,BP,GO:0006913,nucleocytoplasmic transport,NAS
NUP88,BP,GO:0015031,protein transport,IEA
NUP88,BP,GO:0051028,mRNA transport,IEA
NUP88,MF,GO:0005515,protein binding,IPI
NUP88,MF,GO:0017056,structural constituent of nuclear pore,IEA
NUP88,MF,GO:0017056,structural constituent of nuclear pore,TAS
NUP88,CC,GO:0005634,nucleus,IEA
NUP88,CC,GO:0005635,nuclear envelope,IDA
NUP88,CC,GO:0005643,nuclear pore,IBA
NUP88,CC,GO:0005643,nuclear pore,IDA
NUP88,CC,GO:0005643,nuclear pore,IEA
NUP88,CC,GO:0005643,nuclear pore,NAS
NUP88,CC,GO:0005643,nuclear pore,TAS
NUP88,CC,GO:0005654,nucleoplasm,IDA
NUP88,CC,GO:0005829,cytosol,TAS
PPM1E,BP,GO:0006469,negative regulation of protein kinase activity,IDA
PPM1E,BP,GO:0007165,signal transduction,IBA
PPM1E,BP,GO:0035970,peptidyl-threonine dephosphorylation,IDA
PPM1E,BP,GO:0051496,positive regulation of stress fiber assembly,IBA
PPM1E,BP,GO:0051496,positive regulation of stress fiber assembly,IDA
PPM1E,BP,GO:0071222,cellular response to lipopolysaccharide,IMP
PPM1E,BP,GO:0071466,cellular response to xenobiotic stimulus,IDA
PPM1E,MF,GO:0004721,phosphoprotein phosphatase activity,IEA
PPM1E,MF,GO:0004722,protein serine/threonine phosphatase activity,IBA
PPM1E,MF,GO:0004722,protein serine/threonine phosphatase activity,IDA
PPM1E,MF,GO:0004722,protein serine/threonine phosphatase activity,IEA
PPM1E,MF,GO:0005515,protein binding,IPI
PPM1E,MF,GO:0016787,hydrolase activity,IEA
PPM1E,MF,GO:0043169,cation binding,IEA
PPM1E,MF,GO:0046872,metal ion binding,IEA
PPM1E,CC,GO:0005634,nucleus,IBA
PPM1E,CC,GO:0005634,nucleus,IEA
PPM1E,CC,GO:0005654,nucleoplasm,IDA
PPM1E,CC,GO:0005730,nucleolus,IDA
PPM1E,CC,GO:0005737,cytoplasm,IEA
PPM1E,CC,GO:0032991,protein-containing complex,IDA
YTHDC1,BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",IBA
YTHDC1,BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",IEA
YTHDC1,BP,GO:0000398,"mRNA splicing, via spliceosome",IBA
YTHDC1,BP,GO:0001701,in utero embryonic development,IEA
YTHDC1,BP,GO:0006376,mRNA splice site recognition,IDA
YTHDC1,BP,GO:0006397,mRNA processing,IEA
YTHDC1,BP,GO:0006406,mRNA export from nucleus,IDA
YTHDC1,BP,GO:0007283,spermatogenesis,IEA
YTHDC1,BP,GO:0008380,RNA splicing,IEA
YTHDC1,BP,GO:0009048,dosage compensation by inactivation of X chromosome,IDA
YTHDC1,BP,GO:0010608,post-transcriptional regulation of gene expression,IEA
YTHDC1,BP,GO:0010608,post-transcriptional regulation of gene expression,ISS
YTHDC1,BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",IDA
YTHDC1,BP,GO:0048160,primary follicle stage,IEA
YTHDC1,BP,GO:0110104,mRNA alternative polyadenylation,IEA
YTHDC1,MF,GO:0003723,RNA binding,HDA
YTHDC1,MF,GO:0003723,RNA binding,IDA
YTHDC1,MF,GO:0003723,RNA binding,IEA
YTHDC1,MF,GO:0003729,mRNA binding,IBA
YTHDC1,MF,GO:0005515,protein binding,IPI
YTHDC1,MF,GO:1990247,N6-methyladenosine-containing RNA reader activity,IBA
YTHDC1,MF,GO:1990247,N6-methyladenosine-containing RNA reader activity,IDA
YTHDC1,MF,GO:1990247,N6-methyladenosine-containing RNA reader activity,IEA
YTHDC1,CC,GO:0005634,nucleus,IDA
YTHDC1,CC,GO:0005634,nucleus,IEA
YTHDC1,CC,GO:0005654,nucleoplasm,IBA
YTHDC1,CC,GO:0005654,nucleoplasm,IDA
YTHDC1,CC,GO:0005886,plasma membrane,IDA
YTHDC1,CC,GO:0016607,nuclear speck,IDA
YTHDC1,CC,GO:0016607,nuclear speck,IEA
ATF5,BP,GO:0006355,regulation of DNA-templated transcription,IDA
ATF5,BP,GO:0006355,regulation of DNA-templated transcription,IEA
ATF5,BP,GO:0006357,regulation of transcription by RNA polymerase II,IBA
ATF5,BP,GO:0006357,regulation of transcription by RNA polymerase II,IEA
ATF5,BP,GO:0006357,regulation of transcription by RNA polymerase II,NAS
ATF5,BP,GO:0007623,circadian rhythm,IEA
ATF5,BP,GO:0008285,negative regulation of cell population proliferation,IDA
ATF5,BP,GO:0009791,post-embryonic development,IEA
ATF5,BP,GO:0010468,regulation of gene expression,IEA
ATF5,BP,GO:0021889,olfactory bulb interneuron differentiation,IEA
ATF5,BP,GO:0021891,olfactory bulb interneuron development,IEA
ATF5,BP,GO:0021930,cerebellar granule cell precursor proliferation,IEA
ATF5,BP,GO:0021930,cerebellar granule cell precursor proliferation,ISS
ATF5,BP,GO:0021988,olfactory lobe development,IEA
ATF5,BP,GO:0035264,multicellular organism growth,IEA
ATF5,BP,GO:0042981,regulation of apoptotic process,IEA
ATF5,BP,GO:0043066,negative regulation of apoptotic process,IEA
ATF5,BP,GO:0043066,negative regulation of apoptotic process,IMP
ATF5,BP,GO:0045444,fat cell differentiation,IEA
ATF5,BP,GO:0045444,fat cell differentiation,IMP
ATF5,BP,GO:0045892,negative regulation of DNA-templated transcription,IDA
ATF5,BP,GO:0045893,positive regulation of DNA-templated transcription,IDA
ATF5,BP,GO:0045893,positive regulation of DNA-templated transcription,ISS
ATF5,BP,GO:0045944,positive regulation of transcription by RNA polymerase II,IDA
ATF5,BP,GO:0046605,regulation of centrosome cycle,IDA
ATF5,BP,GO:1902750,negative regulation of cell cycle G2/M phase transition,IDA
ATF5,MF,GO:0000976,transcription cis-regulatory region binding,IEA
ATF5,MF,GO:0000976,transcription cis-regulatory region binding,ISS
ATF5,MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,IBA
ATF5,MF,GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,IMP
ATF5,MF,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",ISA
ATF5,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",IBA
ATF5,MF,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",IDA
ATF5,MF,GO:0003677,DNA binding,IEA
ATF5,MF,GO:0003682,chromatin binding,IDA
ATF5,MF,GO:0003682,chromatin binding,IEA
ATF5,MF,GO:0003700,DNA-binding transcription factor activity,IDA
ATF5,MF,GO:0003700,DNA-binding transcription factor activity,IEA
ATF5,MF,GO:0003700,DNA-binding transcription factor activity,ISS
ATF5,MF,GO:0005515,protein binding,IPI
ATF5,MF,GO:0015631,tubulin binding,IDA
ATF5,MF,GO:0019900,kinase binding,IPI
ATF5,MF,GO:0043565,sequence-specific DNA binding,IEA
ATF5,MF,GO:0043565,sequence-specific DNA binding,ISS
ATF5,CC,GO:0000785,chromatin,ISA
ATF5,CC,GO:0005634,nucleus,IBA
ATF5,CC,GO:0005634,nucleus,IDA
ATF5,CC,GO:0005634,nucleus,IEA
ATF5,CC,GO:0005634,nucleus,NAS
ATF5,CC,GO:0005654,nucleoplasm,IDA
ATF5,CC,GO:0005654,nucleoplasm,TAS
ATF5,CC,GO:0005667,transcription regulator complex,IEA
ATF5,CC,GO:0005737,cytoplasm,IEA
ATF5,CC,GO:0005813,centrosome,IDA
ATF5,CC,GO:0005813,centrosome,IEA
ATF5,CC,GO:0005829,cytosol,IDA
ATF5,CC,GO:0005856,cytoskeleton,IEA
ATF5,CC,GO:0090575,RNA polymerase II transcription regulator complex,IPI
HERC5,BP,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,TAS
HERC5,BP,GO:0002376,immune system process,IEA
HERC5,BP,GO:0006511,ubiquitin-dependent protein catabolic process,IBA
HERC5,BP,GO:0016567,protein ubiquitination,IBA
HERC5,BP,GO:0016567,protein ubiquitination,IDA
HERC5,BP,GO:0032020,ISG15-protein conjugation,IBA
HERC5,BP,GO:0032020,ISG15-protein conjugation,IDA
HERC5,BP,GO:0032020,ISG15-protein conjugation,IDA
HERC5,BP,GO:0039585,PKR/eIFalpha signaling,TAS
HERC5,BP,GO:0045087,innate immune response,IDA
HERC5,BP,GO:0045087,innate immune response,IDA
HERC5,BP,GO:0045087,innate immune response,IEA
HERC5,BP,GO:0050688,regulation of defense response to virus,IDA
HERC5,BP,GO:0051607,defense response to virus,IEA
HERC5,MF,GO:0003723,RNA binding,HDA
HERC5,MF,GO:0004842,ubiquitin-protein transferase activity,IEA
HERC5,MF,GO:0004842,ubiquitin-protein transferase activity,TAS
HERC5,MF,GO:0005515,protein binding,IPI
HERC5,MF,GO:0016740,transferase activity,IEA
HERC5,MF,GO:0042296,ISG15 transferase activity,IBA
HERC5,MF,GO:0042296,ISG15 transferase activity,IDA
HERC5,MF,GO:0061630,ubiquitin protein ligase activity,IBA
HERC5,MF,GO:0061630,ubiquitin protein ligase activity,IDA
HERC5,CC,GO:0005737,cytoplasm,IBA
HERC5,CC,GO:0005737,cytoplasm,IDA
HERC5,CC,GO:0005737,cytoplasm,IDA
HERC5,CC,GO:0005737,cytoplasm,IEA
HERC5,CC,GO:0005829,cytosol,TAS
HERC5,CC,GO:0048471,perinuclear region of cytoplasm,IEA
ATP6V0A1,BP,GO:0006811,monoatomic ion transport,IEA
ATP6V0A1,BP,GO:0007035,vacuolar acidification,IBA
ATP6V0A1,BP,GO:0007035,vacuolar acidification,TAS
ATP6V0A1,BP,GO:0007042,lysosomal lumen acidification,NAS
ATP6V0A1,BP,GO:0016241,regulation of macroautophagy,IMP
ATP6V0A1,BP,GO:0048388,endosomal lumen acidification,NAS
ATP6V0A1,BP,GO:0097401,synaptic vesicle lumen acidification,IEA
ATP6V0A1,BP,GO:1902600,proton transmembrane transport,IEA
ATP6V0A1,BP,GO:1902600,proton transmembrane transport,NAS
ATP6V0A1,MF,GO:0005515,protein binding,IPI
ATP6V0A1,MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",IEA
ATP6V0A1,MF,GO:0051117,ATPase binding,IBA
ATP6V0A1,MF,GO:0051117,ATPase binding,IPI
ATP6V0A1,CC,GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain",IEA
ATP6V0A1,CC,GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain",ISS
ATP6V0A1,CC,GO:0005737,cytoplasm,IEA
ATP6V0A1,CC,GO:0005765,lysosomal membrane,TAS
ATP6V0A1,CC,GO:0005794,Golgi apparatus,IDA
ATP6V0A1,CC,GO:0005829,cytosol,IDA
ATP6V0A1,CC,GO:0005886,plasma membrane,IBA
ATP6V0A1,CC,GO:0005886,plasma membrane,IDA
ATP6V0A1,CC,GO:0005886,plasma membrane,TAS
ATP6V0A1,CC,GO:0010008,endosome membrane,TAS
ATP6V0A1,CC,GO:0016020,membrane,IDA
ATP6V0A1,CC,GO:0016020,membrane,IEA
ATP6V0A1,CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,IBA
ATP6V0A1,CC,GO:0016607,nuclear speck,IDA
ATP6V0A1,CC,GO:0030665,clathrin-coated vesicle membrane,IEA
ATP6V0A1,CC,GO:0030667,secretory granule membrane,TAS
ATP6V0A1,CC,GO:0030670,phagocytic vesicle membrane,TAS
ATP6V0A1,CC,GO:0030672,synaptic vesicle membrane,IEA
ATP6V0A1,CC,GO:0031410,cytoplasmic vesicle,IEA
ATP6V0A1,CC,GO:0033176,proton-transporting V-type ATPase complex,NAS
ATP6V0A1,CC,GO:0033179,"proton-transporting V-type ATPase, V0 domain",IEA
ATP6V0A1,CC,GO:0042470,melanosome,IEA
ATP6V0A1,CC,GO:0045202,synapse,IEA
ATP6V0A1,CC,GO:0048471,perinuclear region of cytoplasm,IEA
ATP6V0A1,CC,GO:0070062,extracellular exosome,HDA
ATP6V0A1,CC,GO:0101003,ficolin-1-rich granule membrane,TAS
